student_id,stress_level,cognitive_performance,number sequences marks,perimeter marks,ratio marks,fractions/decimals marks,indices marks,algebra marks,angles marks,volume and capacity marks,area marks,probability marks,recommended_lesson
S02329,Medium,High,5,2,2,3,5,5,4,6,4,6,perimeter 
S02330,Medium,Average,6,3,6,5,6,4,6,6,7,5,perimeter 
S02331,Medium,Very High,5,7,8,6,6,9,6,6,8,9,number sequences 
S02332,Medium,Low,9,9,8,7,5,9,6,5,5,5,indices 
S02333,Medium,Average,5,5,3,5,2,2,4,3,3,5,indices 
S02334,High,High,3,5,7,7,5,7,6,7,7,7,number sequences 
S02335,High,Average,4,6,2,4,2,3,5,2,3,4,ratio 
S02336,Medium,High,6,5,6,5,4,2,5,3,6,5,algebra 
S02337,Medium,High,7,7,6,8,4,8,5,6,8,6,indices 
S02338,Low,High,6,6,9,7,8,9,7,7,6,7,number sequences 
S02339,High,High,6,5,9,6,8,6,7,6,9,8,perimeter 
S02340,Medium,High,5,2,4,3,5,3,4,2,6,4,perimeter 
S02341,High,Low,1,1,4,2,5,4,3,3,1,1,number sequences 
S02342,Medium,Average,4,6,7,6,3,6,5,7,6,5,indices 
S02343,Low,High,5,8,9,6,5,5,6,9,7,6,number sequences 
S02344,High,Average,2,5,2,4,2,6,3,4,6,4,number sequences 
S02345,High,Low,3,0,0,3,0,2,2,1,2,0,perimeter 
S02346,Medium,Average,3,3,6,3,5,3,3,6,6,5,number sequences 
S02347,High,Low,0,0,2,4,3,3,2,4,0,1,number sequences 
S02348,High,Average,3,1,4,1,3,0,1,2,4,4,algebra 
S02349,Low,Very High,8,9,8,9,7,5,9,7,5,7,algebra 
S02350,Medium,High,4,6,7,4,7,3,7,6,5,7,algebra 
S02351,Low,High,8,7,8,8,9,8,9,9,10,8,perimeter 
S02352,Low,High,6,7,5,9,9,8,6,5,6,6,ratio 
S02353,Medium,Average,5,2,2,6,5,6,4,3,6,3,perimeter 
S02354,Medium,Very High,3,4,4,5,3,7,6,4,6,4,number sequences 
S02355,High,Low,3,1,2,3,1,1,1,3,1,3,perimeter 
S02356,Medium,Average,5,8,7,8,6,5,5,8,5,5,number sequences 
S02357,Medium,Low,2,3,6,5,2,4,6,3,4,5,number sequences 
S02358,High,Low,0,1,2,1,3,0,0,1,0,0,number sequences 
S02359,Low,Very High,10,10,7,10,10,10,10,9,9,9,ratio 
S02360,Medium,Very High,6,5,6,8,9,8,5,6,6,6,perimeter 
S02361,Low,Average,2,5,4,2,3,2,4,3,5,3,number sequences 
S02362,Medium,Average,7,3,3,5,4,6,4,6,7,6,perimeter 
S02363,High,Average,1,0,1,1,2,2,3,1,0,0,perimeter 
S02364,High,High,6,5,9,8,7,6,7,5,9,8,perimeter 
S02365,Medium,Very High,5,7,3,4,4,5,6,4,4,6,ratio 
S02366,Low,Very High,9,6,9,7,7,5,5,7,6,5,algebra 
S02367,Low,Low,2,3,3,6,6,3,2,6,4,5,number sequences 
S02368,Medium,Average,4,4,2,4,3,2,6,5,3,6,ratio 
S02369,Medium,High,5,6,7,9,8,9,7,6,6,7,number sequences 
S02370,Medium,High,6,7,3,5,5,4,4,5,4,5,ratio 
S02371,High,Average,0,0,0,0,1,1,0,2,0,3,number sequences 
S02372,Low,Average,9,5,9,6,8,5,9,9,8,6,perimeter 
S02373,Medium,High,8,9,9,6,5,7,8,9,7,6,indices 
S02374,Medium,High,7,7,7,5,6,7,5,8,6,5,fractions/decimals 
S02375,Medium,Average,6,6,5,6,3,4,2,3,2,5,angles 
S02376,Low,High,9,5,7,6,5,6,8,6,7,9,perimeter 
S02377,Medium,Average,5,6,5,5,8,4,5,8,4,4,algebra 
S02378,Low,High,7,10,8,10,10,7,7,10,7,9,number sequences 
S02379,Low,Low,3,7,3,3,5,3,3,4,7,7,number sequences 
S02380,High,Low,6,6,4,5,4,6,5,5,5,3,probability 
S02381,Low,High,9,7,5,8,6,7,8,8,5,8,ratio 
S02382,Medium,High,4,6,6,2,3,3,3,3,2,2,fractions/decimals 
S02383,High,High,7,8,5,6,5,8,6,5,5,8,ratio 
S02384,High,Low,3,3,3,6,5,6,2,3,6,5,angles 
S02385,Medium,Average,5,5,6,8,5,7,4,5,7,8,angles 
S02386,Low,High,8,9,8,6,7,8,7,7,5,5,area 
S02387,Medium,Low,5,7,7,7,5,6,7,4,5,4,volume and capacity 
S02388,Low,High,7,7,9,9,8,7,8,6,9,10,volume and capacity 
S02389,Medium,Low,4,2,3,3,3,2,4,2,4,4,perimeter 
S02390,High,Average,3,2,5,2,2,4,5,2,2,1,probability 
S02391,Low,Low,3,3,3,3,3,6,7,4,3,3,number sequences 
S02392,Medium,Average,5,7,5,6,6,6,4,5,3,5,area 
S02393,Low,Average,5,6,2,2,5,3,3,3,3,4,ratio 
S02394,Low,High,9,8,8,10,8,9,9,8,10,8,perimeter 
S02395,Medium,High,6,7,6,6,7,4,4,7,7,4,algebra 
S02396,High,Average,0,2,0,2,0,2,0,1,2,0,number sequences 
S02397,High,Low,4,4,6,5,3,5,6,2,4,2,volume and capacity 
S02398,Low,Very High,9,7,6,7,6,8,9,6,6,8,ratio 
S02399,High,Average,3,3,2,1,1,3,1,1,4,1,fractions/decimals 
S02400,Low,Average,8,8,4,7,4,5,6,6,6,8,ratio 
S02401,Medium,Average,5,6,6,3,4,6,5,3,5,6,fractions/decimals 
S02402,Medium,High,3,4,7,3,5,3,4,3,6,4,number sequences 
S02403,Low,Very High,9,10,10,7,9,10,8,10,8,9,fractions/decimals 
S02404,Medium,High,4,4,2,2,6,4,6,5,2,3,ratio 
S02405,Medium,High,5,5,6,7,8,5,7,8,6,5,number sequences 
S02406,Medium,Average,2,3,5,2,4,3,5,6,3,6,number sequences 
S02407,Medium,Average,2,4,2,6,2,6,3,4,3,6,number sequences 
S02408,Low,High,7,8,8,7,6,9,8,8,9,9,indices 
S02409,Medium,Low,6,3,5,6,2,3,5,6,6,3,indices 
S02410,High,Average,3,5,2,3,6,2,3,6,5,6,ratio 
S02411,Medium,Very High,6,4,2,2,2,6,6,3,5,6,ratio 
S02412,High,Average,0,1,3,0,0,0,0,0,0,3,number sequences 
S02413,Medium,Very High,7,7,6,4,6,8,4,5,4,7,fractions/decimals 
S02414,Low,High,6,7,5,6,5,6,8,9,5,8,ratio 
S02415,High,Average,2,2,4,1,1,2,4,0,4,1,volume and capacity 
S02416,Medium,Very High,5,3,3,4,6,6,5,4,6,3,perimeter 
S02417,Low,Very High,9,10,10,10,10,8,10,8,6,10,area 
S02418,High,Average,2,3,0,2,0,1,2,2,0,3,ratio 
S02419,Low,Average,6,4,5,4,4,5,6,7,8,7,perimeter 
S02420,Low,Low,8,6,5,4,4,4,4,8,5,7,fractions/decimals 
S02421,Medium,Average,7,7,6,4,5,3,7,4,7,7,algebra 
S02422,Medium,Average,4,2,5,3,3,3,3,6,4,4,perimeter 
S02423,Low,High,7,5,6,6,5,7,6,5,7,9,perimeter 
S02424,High,Average,2,2,3,1,0,0,0,1,2,2,indices 
S02425,Low,Average,2,3,5,5,5,2,2,6,6,2,number sequences 
S02426,Medium,High,6,7,6,9,6,5,5,9,5,6,algebra 
S02427,Low,Very High,7,7,10,6,6,7,6,8,6,7,fractions/decimals 
S02428,Medium,High,7,5,6,6,8,9,9,7,8,5,perimeter 
S02429,High,Average,4,4,1,2,4,4,1,1,2,0,probability 
S02430,Medium,Low,5,2,5,4,6,3,5,4,2,4,perimeter 
S02431,Medium,High,5,7,7,7,4,4,7,5,4,6,indices 
S02432,Low,Average,9,6,9,8,9,6,6,8,7,5,probability 
S02433,Low,Average,4,3,3,6,5,3,6,6,5,3,perimeter 
S02434,Medium,Very High,6,7,7,8,5,7,6,8,7,6,indices 
S02435,Low,Very High,6,8,8,6,9,6,6,5,7,6,volume and capacity 
S02436,Medium,High,7,4,7,4,6,5,7,7,4,7,perimeter 
S02437,Medium,High,8,6,9,5,9,8,5,6,5,5,fractions/decimals 
S02438,Low,High,9,6,9,7,6,8,9,7,6,6,perimeter 
S02439,Low,Average,9,9,9,9,9,8,5,8,6,9,angles 
S02440,Low,High,10,10,7,6,10,6,10,6,6,8,fractions/decimals 
S02441,Low,High,9,5,6,7,9,8,6,7,8,8,perimeter 
S02442,Medium,High,8,8,8,9,9,6,6,5,9,5,volume and capacity 
S02443,Medium,Average,2,3,6,6,5,4,2,3,3,2,number sequences 
S02444,High,Low,5,6,2,4,2,2,5,6,4,6,ratio 
S02445,Medium,Average,5,4,5,4,4,4,6,4,7,7,perimeter 
S02446,High,Average,1,2,3,0,0,0,0,2,0,2,fractions/decimals 
S02447,Medium,Low,5,6,5,4,5,7,5,8,8,5,fractions/decimals 
S02448,Medium,Low,7,6,7,6,4,6,3,4,3,3,angles 
S02449,Low,High,10,9,10,9,9,10,10,9,9,8,probability 
S02450,Low,High,7,8,7,10,9,10,7,7,8,10,number sequences 
S02451,Low,Average,3,3,5,5,3,3,6,2,3,5,volume and capacity 
S02452,High,Low,3,0,0,3,2,3,1,2,0,3,perimeter 
S02453,High,Low,2,0,2,3,1,0,3,1,3,0,perimeter 
S02454,Low,Very High,7,7,8,9,7,9,9,10,7,9,number sequences 
S02455,Low,Very High,6,7,6,8,8,8,8,6,8,6,number sequences 
S02456,Medium,Very High,7,7,7,3,5,7,7,7,4,4,fractions/decimals 
S02457,High,Low,0,3,4,2,4,3,4,4,4,4,number sequences 
S02458,Medium,Average,3,7,5,6,4,6,7,6,7,3,number sequences 
S02459,High,Average,2,1,2,2,1,3,1,3,0,4,area 
S02460,Medium,Average,6,9,7,8,6,7,8,7,5,7,area 
S02461,Medium,High,9,7,5,8,7,6,9,5,5,9,ratio 
S02462,Low,Low,2,3,4,5,4,5,6,2,3,2,number sequences 
S02463,Low,Average,4,3,3,5,5,7,6,7,4,4,perimeter 
S02464,Low,High,8,9,5,7,9,8,7,5,7,9,ratio 
S02465,Medium,High,7,8,6,7,9,5,5,6,5,9,algebra 
S02466,Medium,Low,7,5,8,5,6,4,4,5,5,8,algebra 
S02467,Medium,High,4,7,8,8,5,6,6,4,6,6,number sequences 
S02468,Low,High,9,5,8,9,8,5,8,8,8,6,perimeter 
S02469,High,Average,3,1,1,2,4,0,4,1,4,4,algebra 
S02470,High,Low,2,3,4,4,2,3,1,2,3,3,angles 
S02471,Medium,Very High,7,4,3,3,3,4,7,6,6,4,ratio 
S02472,High,Low,0,0,0,0,1,1,0,1,3,1,number sequences 
S02473,Low,Average,5,4,4,4,6,5,2,3,4,2,angles 
S02474,Medium,Low,7,4,6,5,7,5,5,4,4,7,perimeter 
S02475,Medium,Average,4,3,6,6,4,7,5,4,7,5,perimeter 
S02476,Medium,Very High,7,5,3,3,4,3,4,5,6,7,ratio 
S02477,Medium,Average,9,8,6,6,7,8,8,9,7,6,ratio 
S02478,Low,Average,5,7,8,6,5,6,8,8,9,9,number sequences 
S02479,Low,Low,6,6,3,2,2,3,5,3,5,3,fractions/decimals 
S02480,Low,Low,6,2,6,6,6,3,2,2,5,6,perimeter 
S02481,Medium,Average,5,7,6,8,8,6,4,6,5,6,angles 
S02482,High,Low,4,3,1,2,4,2,4,0,2,0,volume and capacity 
S02483,Low,High,6,6,8,6,7,6,9,5,6,6,volume and capacity 
S02484,Medium,Very High,5,3,6,5,6,3,3,4,4,5,perimeter 
S02485,Low,High,6,9,6,5,5,7,9,7,8,7,fractions/decimals 
S02486,Low,High,9,10,8,9,10,7,9,8,9,10,algebra 
S02487,Low,High,7,7,7,6,7,9,6,8,9,7,fractions/decimals 
S02488,Medium,High,6,7,8,7,5,5,5,7,8,5,indices 
S02489,Medium,Average,4,8,7,6,5,5,8,5,7,4,number sequences 
S02490,Low,Very High,9,10,10,7,9,9,8,10,8,10,fractions/decimals 
S02491,Low,Very High,6,9,8,7,8,8,5,7,7,8,angles 
S02492,Medium,Average,6,6,4,5,3,6,6,3,3,4,indices 
S02493,Low,High,9,10,10,9,9,7,6,10,9,7,angles 
S02494,Low,High,9,8,10,7,9,6,10,10,6,9,algebra 
S02495,Medium,Low,3,3,4,2,4,2,4,6,4,6,fractions/decimals 
S02496,High,High,9,8,5,6,5,8,7,8,8,6,ratio 
S02497,Medium,Average,8,5,8,5,8,7,8,8,5,7,perimeter 
S02498,Medium,Low,5,7,6,8,5,4,5,7,4,4,algebra 
S02499,Low,Very High,9,8,6,9,5,9,6,7,6,7,indices 
S02500,High,Low,1,1,0,4,3,3,0,2,4,1,ratio 
S02501,High,Low,3,2,0,1,0,0,1,0,0,2,ratio 
S02502,High,Low,5,4,5,5,3,5,4,1,5,4,volume and capacity 
S02503,Medium,High,3,6,6,5,2,2,2,5,6,4,indices 
S02504,Low,Low,6,2,4,3,4,6,2,2,5,3,perimeter 
S02505,Medium,High,4,4,4,7,5,4,5,7,3,6,area 
S02506,High,High,4,4,5,7,6,4,7,5,6,5,number sequences 
S02507,Low,Very High,9,10,9,6,6,9,8,10,10,9,fractions/decimals 
S02508,Low,Low,8,5,8,8,7,7,5,7,6,8,perimeter 
S02509,Medium,Very High,8,7,5,6,5,4,6,4,5,7,algebra 
S02510,Medium,High,5,3,2,5,2,3,3,5,6,4,ratio 
S02511,Medium,Average,8,4,6,4,7,5,6,7,6,6,perimeter 
S02512,Low,High,10,8,8,10,9,10,10,9,10,7,probability 
S02513,High,High,4,4,5,6,6,8,6,4,6,4,number sequences 
S02514,High,Average,2,4,1,1,2,5,3,3,3,2,ratio 
S02515,Medium,Average,5,7,6,3,3,7,3,6,5,4,fractions/decimals 
S02516,High,High,2,2,5,6,4,2,5,2,5,3,number sequences 
S02517,Medium,Average,8,6,7,8,5,8,9,5,5,7,indices 
S02518,Medium,Low,5,9,7,5,5,7,5,9,7,5,number sequences 
S02519,High,Low,4,3,6,4,3,6,2,2,6,3,angles 
S02520,High,Average,3,0,1,4,2,3,2,2,2,4,perimeter 
S02521,High,Low,3,4,3,1,0,3,3,3,4,0,indices 
S02522,High,Average,5,5,2,5,2,4,3,5,3,5,ratio 
S02523,Medium,Average,4,4,4,5,4,2,2,4,4,2,algebra 
S02524,Medium,Average,6,3,3,2,3,4,4,4,6,6,fractions/decimals 
S02525,High,Average,0,0,2,2,3,0,3,4,4,1,number sequences 
S02526,High,Average,3,0,2,0,3,3,0,0,0,1,perimeter 
S02527,High,High,3,3,2,2,2,2,4,2,4,6,ratio 
S02528,Medium,Low,6,4,6,2,6,2,5,6,6,3,fractions/decimals 
S02529,Medium,Average,8,8,7,9,5,9,9,8,7,8,indices 
S02530,Medium,Low,5,7,9,8,9,8,8,5,5,6,number sequences 
S02531,Medium,Very High,7,3,5,7,3,3,3,7,6,7,perimeter 
S02532,High,Low,0,0,0,3,0,1,2,2,1,1,number sequences 
S02533,Medium,High,7,6,6,7,6,6,6,6,4,7,area 
S02534,Low,High,9,10,9,8,9,10,9,10,9,10,fractions/decimals 
S02535,Medium,Average,3,5,3,5,5,6,6,6,3,5,number sequences 
S02536,Medium,Average,4,6,7,7,7,3,7,7,4,5,algebra 
S02537,Medium,Average,4,7,8,8,4,7,6,7,4,6,number sequences 
S02538,High,Low,5,6,3,3,2,4,2,6,4,3,indices 
S02539,Medium,Very High,5,5,8,6,6,9,7,5,6,6,number sequences 
S02540,Medium,Low,5,2,4,2,3,3,6,5,6,6,perimeter 
S02541,Medium,Very High,7,5,5,4,3,5,5,6,3,7,indices 
S02542,Low,High,9,7,9,8,10,9,8,7,10,7,perimeter 
S02543,Medium,Low,3,6,4,4,6,3,6,2,3,4,volume and capacity 
S02544,Medium,Low,6,4,6,5,8,5,8,5,7,6,perimeter 
S02545,Low,Very High,10,8,9,10,7,10,10,7,10,8,indices 
S02546,Low,Very High,10,9,10,7,10,6,7,7,10,7,algebra 
S02547,Medium,Average,4,8,4,5,5,7,8,8,6,8,number sequences 
S02548,Low,Very High,6,9,7,8,6,7,5,5,7,9,angles 
S02549,Medium,Average,6,8,8,4,8,7,7,4,5,8,fractions/decimals 
S02550,Medium,Very High,4,5,7,4,8,4,8,6,5,8,number sequences 
S02551,Medium,Very High,4,7,6,5,4,6,7,4,5,4,number sequences 
S02552,Medium,Average,8,8,6,7,5,8,7,5,7,7,indices 
S02553,Low,Average,5,7,4,5,7,4,3,7,5,7,angles 
S02554,High,High,4,4,4,6,6,8,7,8,7,4,number sequences 
S02555,Medium,Low,7,9,9,9,6,7,9,8,6,7,indices 
S02556,Medium,Average,6,2,4,4,4,4,2,3,4,3,perimeter 
S02557,Medium,High,6,8,5,7,4,6,7,4,8,4,indices 
S02558,High,Average,3,2,3,1,2,3,1,4,2,1,fractions/decimals 
S02559,High,Average,5,1,4,2,5,5,2,1,1,1,perimeter 
S02560,Medium,High,8,8,8,7,5,5,6,7,6,7,indices 
S02561,High,Average,1,2,1,0,0,1,2,0,2,3,fractions/decimals 
S02562,High,Low,1,1,0,3,2,3,0,1,0,0,ratio 
S02563,Low,High,6,5,8,8,6,8,8,6,6,7,perimeter 
S02564,Medium,Low,6,4,6,4,3,5,4,4,3,7,indices 
S02565,Low,Very High,9,8,8,8,10,8,9,7,10,9,volume and capacity 
S02566,Medium,Low,2,5,3,5,6,5,3,4,2,2,number sequences 
S02567,Medium,High,7,5,3,5,4,4,7,4,3,6,ratio 
S02568,Low,High,7,10,10,10,9,10,10,9,8,8,number sequences 
S02569,Low,Average,4,6,8,5,7,8,6,7,4,6,number sequences 
S02570,Medium,Very High,6,7,8,6,8,8,6,9,8,7,number sequences 
S02571,High,Low,3,5,3,4,1,1,1,2,3,3,indices 
S02572,High,Low,0,0,0,2,1,3,3,0,2,2,number sequences 
S02573,Low,Low,3,5,6,4,6,5,6,5,3,6,number sequences 
S02574,High,Low,5,4,4,2,1,4,4,3,3,4,indices 
S02575,Medium,Low,7,3,4,6,4,3,6,5,5,3,perimeter 
S02576,Medium,Average,7,6,5,7,9,9,5,7,9,8,ratio 
S02577,High,High,4,5,3,4,7,4,7,6,3,6,ratio 
S02578,Medium,Average,6,7,7,5,5,3,7,7,5,5,algebra 
S02579,Medium,High,4,7,5,6,7,6,7,4,3,5,area 
S02580,High,Average,1,3,0,1,2,0,2,1,1,3,ratio 
S02581,Low,Average,7,9,8,9,6,9,6,5,8,9,volume and capacity 
S02582,Medium,Average,7,7,5,5,5,4,4,6,6,3,probability 
S02583,Medium,Low,5,4,6,3,3,5,4,5,4,6,fractions/decimals 
S02584,Medium,Average,3,7,6,6,6,3,5,6,4,3,number sequences 
S02585,Low,Low,8,7,6,8,6,7,6,7,6,6,ratio 
S02586,Low,High,10,10,10,10,7,8,8,10,9,8,indices 
S02587,Low,Very High,8,7,6,7,8,8,7,6,6,10,ratio 
S02588,Medium,Average,5,2,2,2,6,4,6,4,5,3,perimeter 
S02589,High,High,5,4,7,6,7,5,3,4,3,4,angles 
S02590,Medium,High,6,6,4,5,6,4,5,4,3,4,area 
S02591,Low,Average,4,7,7,8,7,7,5,8,7,7,number sequences 
S02592,Medium,Average,7,6,6,7,5,7,8,6,7,4,probability 
S02593,Low,Average,7,8,4,8,7,5,7,8,8,8,ratio 
S02594,High,Average,0,3,4,0,3,0,4,4,4,1,number sequences 
S02595,Medium,Low,7,4,6,8,7,5,5,8,8,7,perimeter 
S02596,High,Average,4,6,4,6,3,2,5,6,5,4,algebra 
S02597,Low,Average,5,7,8,8,7,4,5,6,5,4,algebra 
S02598,High,Average,1,4,4,5,4,1,2,5,1,3,number sequences 
S02599,High,Average,5,2,3,4,4,2,2,5,1,1,area 
S02600,Medium,Very High,2,3,3,6,5,3,4,5,6,5,number sequences 
S02601,Low,Low,7,8,9,5,8,6,9,8,7,9,fractions/decimals 
S02602,Medium,High,8,5,8,6,5,4,7,8,4,7,algebra 
S02603,Medium,Low,5,4,5,5,5,6,3,6,3,4,angles 
S02604,High,High,3,2,3,2,6,2,4,5,4,2,perimeter 
S02605,Low,High,10,8,10,8,6,7,9,8,6,10,indices 
S02606,Medium,Average,9,8,6,6,9,8,5,8,5,5,angles 
S02607,High,Average,2,5,4,5,2,5,4,4,3,4,number sequences 
S02608,Low,High,9,5,7,7,7,9,6,7,8,9,perimeter 
S02609,Low,Low,5,5,6,7,6,8,5,9,9,8,number sequences 
S02610,High,High,5,7,6,7,5,8,8,8,9,7,number sequences 
S02611,Medium,Very High,6,4,6,6,3,7,5,3,6,5,indices 
S02612,Medium,Average,5,2,3,2,3,3,2,3,3,3,perimeter 
S02613,Low,Low,3,6,6,3,2,5,4,6,6,5,indices 
S02614,High,Low,3,6,5,5,5,4,6,5,6,2,probability 
S02615,Medium,Average,5,7,9,9,5,6,7,8,5,5,number sequences 
S02616,Medium,High,7,7,6,4,6,6,6,7,6,6,fractions/decimals 
S02617,Medium,Average,3,3,5,5,4,6,3,5,6,3,number sequences 
S02618,High,Low,5,3,5,1,1,2,4,5,2,5,fractions/decimals 
S02619,High,Average,5,3,2,2,3,5,2,3,4,1,probability 
S02620,Low,Average,7,3,4,3,4,5,6,7,4,5,perimeter 
S02621,Medium,High,6,4,6,4,3,3,6,2,5,3,volume and capacity 
S02622,Medium,Average,7,4,5,5,3,6,3,7,4,6,indices 
S02623,Medium,High,7,8,7,5,7,5,9,7,9,6,fractions/decimals 
S02624,Medium,Low,5,3,5,6,3,5,5,7,5,4,perimeter 
S02625,Medium,High,5,5,6,6,7,3,4,5,7,7,algebra 
S02626,Low,Low,5,7,5,4,4,5,6,7,5,3,probability 
S02627,Low,Low,6,6,6,2,5,6,5,5,5,2,fractions/decimals 
S02628,Medium,Average,7,6,9,5,6,5,9,8,9,6,fractions/decimals 
S02629,Low,High,10,9,9,8,8,6,9,7,10,9,algebra 
S02630,Medium,Low,5,5,2,2,4,4,4,4,3,4,ratio 
S02631,Low,High,9,8,6,9,5,9,8,8,5,5,indices 
S02632,Medium,Average,7,5,4,6,5,4,4,8,5,5,ratio 
S02633,High,Low,6,3,6,3,4,4,3,3,6,5,perimeter 
S02634,High,Low,2,2,2,0,2,1,3,0,0,0,fractions/decimals 
S02635,Medium,High,4,3,5,5,7,6,5,5,4,7,perimeter 
S02636,High,Low,2,4,6,2,5,4,2,3,6,3,number sequences 
S02637,High,Low,1,2,3,3,2,1,3,3,5,4,number sequences 
S02638,Low,High,7,7,6,8,5,7,8,5,5,6,indices 
S02639,Low,Average,4,3,4,6,2,2,5,2,6,5,indices 
S02640,High,High,5,8,4,6,4,6,6,6,6,4,ratio 
S02641,Low,High,10,10,8,10,6,10,10,6,8,7,indices 
S02642,Medium,Average,7,6,5,6,7,9,8,7,9,5,ratio 
S02643,Low,Average,3,2,2,6,3,5,6,2,4,3,perimeter 
S02644,Low,Average,8,8,8,5,8,8,9,9,6,7,fractions/decimals 
S02645,High,Low,4,1,3,4,4,3,4,1,4,0,probability 
S02646,Medium,Low,7,7,4,5,3,6,5,6,5,7,indices 
S02647,Medium,Average,6,7,3,4,4,6,7,5,4,3,ratio 
S02648,Medium,Average,5,5,6,4,6,4,7,4,4,7,fractions/decimals 
S02649,Low,Very High,9,8,10,8,10,8,9,8,10,9,perimeter 
S02650,Low,High,8,10,7,7,10,8,7,8,8,6,probability 
S02651,Low,High,8,9,8,6,6,10,6,8,10,7,fractions/decimals 
S02652,High,Average,3,3,4,3,4,3,1,2,2,3,angles 
S02653,Low,High,7,6,9,7,10,8,7,9,10,9,perimeter 
S02654,Low,Very High,6,7,6,6,9,6,6,6,5,5,area 
S02655,Low,Average,4,6,3,5,5,6,4,6,3,4,ratio 
S02656,Medium,Very High,2,6,4,5,5,6,5,6,2,2,number sequences 
S02657,High,Average,3,2,0,3,4,0,4,1,1,4,ratio 
S02658,Medium,Average,5,2,2,3,2,5,3,6,3,5,perimeter 
S02659,Low,Very High,9,6,7,7,5,8,7,6,9,6,indices 
S02660,High,Average,3,6,5,5,4,5,2,2,3,6,angles 
S02661,Low,Very High,6,7,7,9,8,6,9,7,8,9,number sequences 
S02662,Medium,High,4,7,4,6,3,5,5,5,7,3,indices 
S02663,Low,Very High,9,9,10,9,9,9,6,7,8,9,angles 
S02664,High,Low,2,0,1,3,0,2,2,4,4,3,perimeter 
S02665,Low,High,8,8,9,10,8,10,8,7,10,10,volume and capacity 
S02666,High,Average,0,1,3,1,4,4,0,0,3,1,number sequences 
S02667,High,Low,0,3,4,3,3,0,4,1,4,0,number sequences 
S02668,Medium,Low,7,5,7,6,6,6,7,7,5,8,perimeter 
S02669,Medium,High,8,7,7,5,9,8,6,6,8,6,fractions/decimals 
S02670,High,Average,4,4,4,3,5,6,4,5,4,6,fractions/decimals 
S02671,High,Low,0,4,0,0,3,1,2,1,1,4,number sequences 
S02672,High,Average,4,4,5,2,5,6,5,5,4,3,fractions/decimals 
S02673,Medium,Low,9,7,6,7,7,7,8,8,7,9,ratio 
S02674,High,Low,2,3,2,0,1,2,0,2,1,2,fractions/decimals 
S02675,Low,Very High,10,9,10,8,10,10,8,9,9,8,fractions/decimals 
S02676,Medium,Low,5,8,6,4,5,5,6,6,7,7,fractions/decimals 
S02677,Medium,High,7,7,3,6,5,3,6,4,5,4,ratio 
S02678,Low,Average,6,7,4,7,8,4,4,6,6,5,ratio 
S02679,Medium,High,6,3,7,4,6,3,3,3,7,4,perimeter 
S02680,Medium,High,2,2,3,2,3,6,6,5,5,2,number sequences 
S02681,Low,Average,7,8,8,8,8,4,4,8,6,4,algebra 
S02682,High,High,7,7,7,6,5,9,7,5,9,7,indices 
S02683,Medium,Very High,6,2,2,5,3,4,3,5,3,4,perimeter 
S02684,Medium,Very High,2,6,2,5,5,4,4,4,6,5,number sequences 
S02685,High,Average,2,4,2,6,3,5,6,2,5,5,number sequences 
S02686,High,Low,0,1,1,0,3,1,3,1,1,0,number sequences 
S02687,High,Average,6,3,2,3,2,4,2,4,4,4,ratio 
S02688,Medium,Average,3,4,6,4,5,7,4,7,7,5,number sequences 
S02689,Medium,Average,5,7,5,4,7,7,4,4,4,4,fractions/decimals 
S02690,Low,High,8,10,10,8,9,7,7,7,10,8,algebra 
S02691,Medium,Average,6,8,7,5,6,6,6,8,8,4,probability 
S02692,Low,High,8,8,10,7,7,10,10,8,10,9,fractions/decimals 
S02693,High,Low,6,5,2,4,4,6,2,6,3,3,ratio 
S02694,High,Average,1,1,0,0,3,0,1,0,2,1,ratio 
S02695,Medium,High,4,2,5,3,5,2,4,5,2,3,perimeter 
S02696,Medium,Average,5,3,6,7,4,5,3,7,4,4,perimeter 
S02697,High,Average,4,1,4,2,2,2,3,2,4,1,perimeter 
S02698,High,High,7,4,6,5,7,4,4,7,6,4,perimeter 
S02699,High,Average,3,4,2,0,4,3,4,3,1,4,fractions/decimals 
S02700,Medium,Low,5,8,6,7,5,4,4,4,5,8,algebra 
S02701,Low,Very High,9,6,8,7,8,5,7,6,9,8,algebra 
S02702,Low,Low,6,6,3,3,7,3,7,3,5,5,ratio 
S02703,Low,Average,7,5,4,4,4,8,6,7,7,5,ratio 
S02704,Medium,Average,5,4,6,8,6,6,7,8,7,6,perimeter 
S02705,Low,Very High,7,8,10,7,9,7,7,10,9,10,number sequences 
S02706,Low,High,7,7,9,7,6,7,7,8,9,9,indices 
S02707,High,Average,4,3,3,2,2,4,0,0,2,2,angles 
S02708,Medium,Low,6,5,5,5,5,6,4,5,4,7,angles 
S02709,Low,Low,8,4,7,7,6,4,4,7,4,5,perimeter 
S02710,Low,Very High,5,8,7,6,6,8,9,7,7,5,number sequences 
S02711,High,Low,4,0,3,1,3,3,2,1,2,0,perimeter 
S02712,High,Low,1,3,3,1,0,4,2,3,2,3,indices 
S02713,High,High,8,8,4,8,4,8,8,4,8,7,ratio 
S02714,Low,Very High,6,8,8,7,10,7,10,10,9,7,number sequences 
S02715,Medium,Average,8,8,4,7,7,6,6,5,8,5,ratio 
S02716,Medium,High,4,5,7,4,4,7,4,8,6,8,number sequences 
S02717,Medium,Average,6,9,8,7,5,5,7,8,8,5,indices 
