No,Age,Male/Female,number sequences marks,number sequences time(s),number sequences duration,number sequences answered,perimeter marks,perimeter time(s),perimeter duration,perimeter answered,ratio marks,ratio time(s),ratio duration,ratio answered,fractions/decimals marks,fractions/decimals time(s),fractions/decimals duration,fractions/decimals answered,indices marks,indices time(s),indices duration,indices answered,algebra marks,algebra time(s),algebra duration,algebra answered,angles marks,angles time(s),angles duration,angles answered,volume and capacity marks,volume and capacity time(s),volume and capacity duration,volume and capacity answered (1),area arks,area time(s),area duration,area answered (2),probability marks,probability time(s),probability duration,probability answered (4),Total,Pre-Marks,Pure math marks (47),Applied math mark (53),No of questions attempted (21),Preferred Study Method,Preferred Lesson,Disliked lesson,fav subject,disliked subject
1691,14,F,3,137,196,2,2.4823467224739573,688,56,2,2,497,51,2,0,471,0,2,1.782480563142287,607.2321513363679,650,1,7,1754,160,1,9,780,573,1,0,520.896144137768,511,1,2,1402.4011421155446,0,1,2,1378.468432443191,404,0,27.208244100287814,25,21.131171289888755,20.781245611384634,21,figures,angles,geometry,dancing,science
1692,13,F,4,134,134,1,2.9583729893946478,110,254,2,8,579,15,2,5,457,74,2,0.0,1470.602036155974,35,2,8,1737,88,1,13,1238,913,2,1,2428.0,87,0,0,2001.3626041375933,374,1,0,1757.166675974276,578,2,29.676554505204912,28,13.367062722090955,16.77619662670276,21,practicing,perimeter,geometry,ict,sinhla
1693,14,M ,3,199,158,2,2.772829649983197,164,228,2,5,160,15,2,5,1070,508,2,0.1292195118816873,792.0816798434367,0,1,0,919,240,1,11,1451,643,2,0,741.1311273639387,0,1,2,603.9641908066683,483,2,4,633.5748532330224,98,1,38.90051305578587,25,15.520710137047589,4.606523650165997,15,Only school lessons,number sequeces,decimals,english,english
1694,13,M ,2,91,155,2,2.4120654713410548,110,114,2,2,509,15,2,0,813,66,2,0.0,585.0179474455819,320,1,4,1869,0,1,10,855,564,2,0,1779.9940602476004,15,1,2,2187.305890378351,648,2,2,2351.7241628460765,158,1,28.193241733394377,5,5.478937083198822,29.29923455456128,17,figures,number sequeces,fractions,sinhala,health
1695,15,M,5,179,75,2,2.6099079459597037,420,56,2,6,614,126,2,0,1132,363,0,1.0852377557027766,702.4889776677015,250,2,7,1849,316,2,6,1120,430,2,2,321.2911649166275,0,0,3,2625.500175802358,0,1,0,0.7985600746783348,514,0,37.703257916979744,8,15.417516952877827,18.27561841546526,19,practicing,probability,set theory,ict,geography
1696,15,M,4,303,164,2,3.0805829653741053,279,228,2,9,442,28,2,7,982,625,2,0.0,623.8926249422898,154,1,3,2036,0,2,10,1853,228,1,2,2064.350511548243,104,1,5,1957.5658206010237,0,2,4,499.66044229732574,296,1,49.669785567185315,3,2.0,31.711500484477554,21,Only school lessons,angles,area,maths,tamil
1697,14,M ,4,57,79,2,3.4718891639724765,251,126,2,1,662,38,2,0,341,984,1,0.05908712662483112,1127.8573635114792,0,1,8,863,350,1,8,1930,197,2,2,2428.0,257,1,2,824.4995787687545,46,2,2,2176.539518237327,198,0,6.0,15,17.675203759885314,34.75841252965928,17,Only school lessons,decimals,fractions,dancing,english
1698,15,M ,5,204,143,2,3.3070936739381342,442,434,2,10,336,188,1,3,1153,113,2,0.0,717.6182275783849,266,1,5,2036,307,2,8,1531,597,2,3,0.0,432,0,2,2725.0,138,1,0,2435.0,436,2,37.920314789153934,6,17.02747926438341,24.363598938181934,21,Only school lessons,set theory,set theory,sinhala,home science
1699,13,F,4,124,131,2,3.6507728765920358,713,56,2,8,603,136,2,4,412,0,1,0.8706137937564962,2075.022377634132,551,2,7,960,512,1,8,1787,466,2,0,874.9920952554583,235,1,0,1767.7507925784703,264,2,7,2100.247662932071,299,3,12.44324651393109,39,14.508898556505677,3.0,18,figures,Tessellation,triangle theory,sinala,maths
1700,13,M,2,123,202,2,4.201029703487742,244,308,2,6,546,157,1,8,847,412,2,0.25279282869095865,489.508423938944,0,1,6,1971,372,1,11,1810,72,2,0,1317.8097030488993,378,1,4,834.9528423743042,690,2,0,1471.0071172685432,531,4,62.5,6,22.794605605731075,11.987615143071626,14,figures,equations,set theory,home science,sinhla
1701,15,F,4,110,117,2,4.102808767368664,365,425,2,7,354,76,2,0,729,0,2,0.0,991.6069280430393,143,2,0,0,367,2,3,1916,308,1,0,2428.0,68,1,0,1596.5579786728458,201,2,6,124.07950105595933,278,4,31.453710259179772,35,8.184843580331401,37.0,11,practicing,angles,geometry,sinala,tamil
1702,14,M ,3,209,199,2,2.6473544969111176,320,286,2,11,243,224,2,0,764,472,0,0.0,1978.6738060388348,330,0,4,184,322,2,13,2431,348,1,1,0.0,0,1,0,2377.4061087698,0,2,0,519.540538953081,619,2,31.25217752526032,2,17.885992948302306,10.529351967718243,18,practicing,decimals,roman numbers,home science,sinhla
1703,15,F,4,59,214,2,2.668345308369701,407,293,2,1,160,118,2,4,1195,264,1,0.5131675160471885,1090.652738537752,521,2,9,121,165,1,10,1824,208,2,0,1512.6859306352865,0,1,1,1969.0355471197877,90,2,4,1053.143515828755,338,0,34.60554649678043,39,6.768805448288276,28.596273593241424,14,figures,probability,simultaneous equations,english,home science
1704,14,M,4,49,129,2,4.654657814006658,613,549,2,9,160,352,1,0,838,339,2,0.0,976.0194140447188,0,2,2,1164,0,2,2,2132,266,2,1,1897.7042872993932,809,0,3,2438.809332019874,61,1,7,718.0336973623442,0,1,41.33772439721437,37,23.64758024145938,3.0,16,Only school lessons,set theory,circle theory,science,tamil
1705,15,F,4,337,78,2,4.763292021878306,516,152,2,11,759,327,2,2,738,836,1,0.0,559.244510805652,699,2,5,1073,0,2,7,2265,965,2,0,1550.342170920218,20,1,0,776.3295878291943,41,1,6,1464.861211144423,423,1,48.61206622787846,18,14.436697793389037,7.092741044294547,14,Only school lessons,percentages,decimals,english,PTS
1706,15,F,2,57,337,2,3.011621433522792,362,156,2,5,251,115,2,9,432,522,1,1.220061129174042,441.77487542592905,102,1,0,941,414,1,1,1576,142,2,0,656.3853026136125,169,1,3,1027.188550397419,575,2,0,1108.955486563525,40,4,38.26664117814003,15,25.173298632619286,3.0,21,practicing,equations,set theory,english,home science
1707,15,F,5,220,83,1,3.9852905863213484,451,246,2,4,587,103,2,5,985,364,1,0.0,760.9721113966789,135,2,5,1294,307,1,13,913,493,2,0,1917.4044388205853,55,0,0,1450.8503932790284,276,1,0,1939.2780834221055,216,4,26.097438475854222,39,27.040602777622944,6.626200246738545,17,practicing,equations,roman numbers,history,tamil
1708,14,F,2,136,70,2,3.3281880405766158,386,56,1,6,790,15,2,0,360,893,2,0.0,503.139713171832,0,1,7,117,155,2,12,580,201,2,0,0.0,58,1,1,1443.3578215801108,293,1,2,1236.3226334816302,0,1,14.932033240598361,37,24.070968788144732,19.88233381866364,18,Only school lessons,equations,set theory,health,home science
1709,15,F,3,305,125,1,3.9353058773324405,250,184,2,3,331,320,2,5,1010,542,1,0.4136174073513964,660.3711768036721,615,1,3,1558,497,1,5,596,323,1,2,1529.9169807962487,421,1,6,2265.646485616501,954,2,4,1420.6874368058097,210,1,25.961135786872386,15,14.669492905426079,3.0,21,Only school lessons,probability,volume and capacity,maths,maths
1710,14,M,4,92,152,1,2.6078292546820085,359,444,2,5,160,75,2,9,1114,345,2,0.2042797908676978,0.0,564,2,5,1364,553,2,0,1916,571,2,0,658.8736194077429,16,1,3,2426.417262445759,449,1,3,1927.8286428100498,184,2,6.0,25,2.0,26.390599110802512,18,practicing,equations,none,history,english
1711,15,F,2,64,111,2,3.24410950857373,110,56,2,2,359,15,2,6,204,774,1,0.0,527.4191445789731,595,2,8,1399,628,1,4,1621,188,1,1,1674.0554881817955,492,1,1,2023.4132032121718,0,2,2,1926.428654419147,217,3,18.2242717283258,6,13.145377290430702,37.0,12,figures,equations,fractions,sinala,science
1712,14,M ,4,220,138,2,4.854750215660124,188,56,2,8,357,222,2,4,1035,346,1,0.8302037302108742,88.12087003299268,0,0,6,372,0,2,10,2331,230,2,1,1446.5749020735902,50,0,1,1302.4305783639124,0,2,3,1208.783980693978,650,2,37.85234729387839,39,7.39632476304717,11.888722152726762,10,practicing,set theory,none,history,science
1713,14,F,3,145,140,2,4.124709772423789,183,98,2,5,590,566,1,10,1026,370,1,0.0,1227.9748717099924,122,2,6,0,280,1,8,0,72,2,0,2428.0,182,0,1,2542.962296527137,260,2,0,1308.8187689259507,238,1,31.011929075240577,18,21.948994784784734,25.580951539625328,17,practicing,equations,decimals,science,english
1714,15,M,2,67,318,2,3.1916251022813893,502,357,2,7,253,256,2,1,0,130,2,1.7343706075537535,0.0,686,2,0,1549,499,2,9,1761,368,2,0,1131.9285426999918,245,0,0,2145.3048795750565,353,1,0,785.6074636259597,139,1,30.340259293437686,42,28.5,33.61096973757013,14,practicing,equations,set theory,sinala,none
1715,14,F,2,165,82,2,2.481232385950432,130,121,2,10,160,18,2,0,381,72,1,0.8950667736055515,119.9354376392397,176,1,10,1916,167,1,10,1426,276,2,0,2111.971461043177,0,0,1,552.6713004420578,637,0,0,1237.371196853563,0,2,21.55530233444752,39,13.24021814105874,27.676508169458394,14,Only school lessons,fractions,circle theory,sinhala,science
1716,15,F,4,162,101,2,2.0,472,298,2,2,160,140,1,10,247,0,1,0.16723786534910604,1487.9706009252918,186,0,5,1963,280,2,7,1961,422,2,2,1540.095630442538,473,1,1,1993.483064603468,601,2,1,2435.0,137,4,41.347067966150114,3,20.201636594459863,37.0,16,figures,decimals,probability,sinhala,maths
1717,14,M,3,214,166,2,5.0,176,118,2,11,580,111,2,6,647,430,2,0.0,1165.3206083348116,356,1,6,1735,433,2,5,1447,72,2,2,1008.720792562688,162,1,3,1173.2586551808,0,2,4,2435.0,282,2,45.23199479080072,7,11.237092306675208,18.81141233040604,17,practicing,perimeter,percentages,dancing,PTS
1718,14,F,2,40,300,2,5.0,333,75,2,2,839,15,2,6,1536,110,1,0.0,1423.174764965287,344,2,5,1403,324,1,0,1172,545,2,0,0.0,237,0,2,2467.813895000071,0,1,0,0.0,309,4,10.721046658405797,39,15.255286182347794,29.858169541039427,15,figures,fractions,volume and capacity,history,science
1719,14,M ,4,111,128,2,2.3417446382976967,441,56,2,2,713,312,2,1,810,700,1,0.0,737.6005904653828,351,1,10,1710,316,1,13,2431,146,2,2,545.0507178031984,203,1,0,1644.3154018518737,490,2,4,937.3988590265844,158,0,60.59188695277818,37,18.179456791616236,37.0,15,Only school lessons,set theory,percentages,history,geography
1720,14,F,3,40,285,2,2.8068087449526367,214,56,2,11,590,184,2,5,0,394,1,0.5592679188431126,1998.9677269355695,669,2,11,1347,417,1,0,2064,373,2,1,2173.8266273352915,330,1,2,1903.1580905542721,1158,1,5,0.0,17,2,19.265009992668947,42,4.609726550166291,11.53677872996649,15,Only school lessons,angles,triangles,none,science
1721,13,M ,4,235,129,2,3.684517750750096,430,137,2,9,224,341,2,2,207,707,1,0.8998892417158231,1443.4912014577706,380,2,4,629,133,2,9,680,254,1,0,963.2405685680964,0,0,0,2267.7856280758274,208,1,3,0.0,483,2,52.83841762367442,78,2.0,21.391489328300786,20,practicing,angles,roman numbers,home science,buddhism
1722,15,F,3,204,253,2,3.9481203272178345,302,179,2,11,317,427,2,0,822,401,2,0.7048012183716684,153.00817691444627,536,2,0,1484,286,2,2,1977,234,2,2,2421.0309718514495,612,0,3,1547.9761095244312,338,2,6,161.29180662175554,110,1,45.807475221340226,8,28.5,3.0,16,practicing,set theory,set theory,civics,maths
1723,14,F,4,129,199,2,3.729492084757521,442,274,2,6,332,118,2,0,252,289,2,0.9422831673836785,1233.1153842493532,300,1,6,0,664,1,13,2422,298,1,1,0.0,610,0,2,2009.150526108372,478,1,3,1725.5724048820935,84,2,13.64139148291886,42,16.049024524121258,13.842962299145338,18,Only school lessons,percentages,set theory,sinhala,history
1724,14,F,3,268,80,2,3.0955507251846495,454,434,2,3,518,59,2,3,76,106,2,1.950760060614246,0.0,270,1,2,902,0,1,2,1691,100,2,3,0.0,0,1,1,130.05849417400714,159,1,2,1826.0227944033682,383,3,23.367611642889816,35,20.380047917763825,16.099628030364524,20,Only school lessons,set theory,fractions,english,english
1725,13,F,5,161,40,2,4.299457496220141,653,83,2,7,511,15,2,0,221,639,2,0.47721431769238526,1410.5919367663955,920,0,10,904,620,1,6,1281,326,2,3,1108.880386800875,227,1,0,451.4231450152736,648,1,0,2174.57044261399,9,1,27.69153338740893,39,22.249408940505898,7.857172932785264,20,figures,area,geometry,science,geography
1726,14,F,2,139,251,2,4.608812649728532,560,291,2,5,648,46,2,0,1418,508,2,0.0,0.0,16,2,7,2036,216,1,7,2036,557,2,1,2422.7523164918807,692,1,3,2722.9764922986706,414,1,0,0.0,316,2,31.622242450759742,3,18.08277586948893,8.886825007591362,19,Only school lessons,equations,geometry,ict,none
1727,13,M,5,53,146,1,2.9650995670876554,110,362,1,3,860,259,2,0,858,0,1,0.0,1980.8489139724588,0,2,8,1692,198,2,12,968,307,2,2,981.4091498084845,259,0,3,1442.8521106131427,799,2,4,2435.0,94,4,59.69559625434074,20,8.110145867884372,32.482862491643544,20,figures,equations,fractions,history,english
1728,13,M,3,145,268,2,4.037284538632697,326,234,2,11,669,129,2,1,1168,0,2,0.5190455074219845,1107.1990104704175,162,2,8,1053,109,1,13,2090,81,2,2,509.5963290767205,83,1,1,2528.192341611609,338,2,1,1780.9069870581118,372,0,51.04936679759102,23,28.5,35.818779550850486,13,Only school lessons,fractions,triangle theory,civics,none
1729,15,F,3,40,270,2,4.456425950611048,460,71,2,5,237,224,2,3,424,0,2,0.0,890.4032151149345,363,0,4,1613,155,1,13,840,130,2,0,828.4275672031339,35,1,1,2189.521105956648,487,2,2,2435.0,369,2,47.90321558627396,37,16.129184907234194,3.0,20,practicing,area,percentages,sinala,geography
1730,14,F,3,291,245,2,4.44794890143022,343,56,1,4,309,54,1,0,944,482,2,0.0,2210.0,63,1,2,1391,203,1,13,993,296,2,1,774.2865141392442,0,1,3,1557.4223134006024,1144,2,5,494.3675801801944,445,1,6.0,25,12.184934929142313,16.416358208650173,17,figures,fractions,circle theory,dancing,buddhism
1731,14,M ,2,217,177,2,3.2036406745220956,173,56,2,11,620,15,2,3,1589,454,2,0.0,1289.851743196934,548,1,8,963,482,2,5,1377,332,2,0,2265.582412907763,46,0,0,909.229268213393,258,1,1,0.0,638,1,34.16107742881479,6,13.403928003776054,6.761693960099004,17,Only school lessons,equations,roman numbers,english,PTS
1732,15,M ,3,111,166,2,2.7192104946033813,290,280,1,9,160,162,2,7,294,588,2,0.0,755.1856645675689,36,2,3,242,432,2,8,1577,72,2,3,1382.4682748045027,234,1,0,2626.9312014733523,5,0,0,2393.0370435624827,325,4,15.651771096862557,40,22.620665398311495,22.15772645191682,15,practicing,fractions,set theory,civics,home science
1733,14,M ,3,212,224,2,3.3553699391396052,110,295,2,6,517,209,2,0,0,117,2,1.2302884065956343,643.7377440104641,637,2,5,2022,571,2,10,2078,455,2,3,0.0,397,0,4,1574.100601985937,287,2,0,2435.0,397,0,51.12044593942712,20,7.755941359982744,15.01532958824127,19,Only school lessons,area,probability,history,health
1734,14,F,3,272,42,2,2.0,368,362,2,0,757,290,2,5,0,616,1,0.9393946747000683,1127.630706796411,273,0,6,1165,154,2,6,2431,525,2,1,2163.529289671863,0,1,0,1948.1017039074711,0,2,5,1313.179313422742,199,2,52.77612970361643,2,16.665511971696063,25.529687538981168,15,practicing,Tessellation,triangles,sinala,health
1735,15,F,4,192,256,2,4.5552616230643,162,56,2,8,884,322,2,3,486,712,2,1.2515751163880227,780.569305512318,123,1,10,1652,433,1,3,1074,72,2,2,2428.0,294,1,0,130.46897984891712,0,1,5,706.7719341585173,508,3,52.2068496954125,7,2.0,30.74477281083881,12,figures,percentages,set theory,dancing,english
1736,15,M,2,66,161,2,5.0,445,252,2,8,522,195,2,6,596,604,1,1.4824518839740546,365.8116334296957,526,0,2,1603,395,1,13,2020,264,2,1,488.1894845176156,154,1,0,1968.2607469367304,195,1,1,551.4043889600609,34,2,39.220044192913164,69,20.88991593914033,13.096061502560024,18,figures,angles,simultaneous equations,buddhism,sinhla
1737,14,M,5,40,40,2,3.360589907849232,545,112,2,7,672,15,2,7,1342,588,1,0.06043705281470879,393.9792935168357,28,1,1,438,119,2,6,1873,72,2,2,482.6343865064882,480,0,0,1817.3429063192527,509,2,8,2435.0,592,2,18.22284008121217,18,25.212095546487276,14.776886502987704,11,figures,set theory,probability,none,home science
1738,13,M ,4,260,243,1,2.5330342644485104,661,423,2,5,762,155,1,2,847,0,2,0.0,942.7179933289763,0,1,1,891,344,1,4,2347,277,2,1,2428.0,193,1,2,1143.9245196009633,281,2,5,563.4411574338096,764,2,30.921694959839012,40,23.04051450207288,20.618790979114976,17,practicing,fractions,roman numbers,history,history
1739,14,F,3,245,103,2,5.0,121,495,2,7,400,210,2,12,1525,627,2,0.07482409428654502,532.2932766510978,761,0,3,1187,306,1,3,891,403,2,1,960.7415335567936,232,1,1,1727.442249561067,0,2,6,2435.0,246,0,62.5,78,6.289396827439985,17.16999845928172,18,practicing,number sequeces,roman numbers,buddhism,english
1740,14,M ,3,315,86,1,5.0,545,174,2,4,828,127,2,2,1324,0,1,0.0,1199.3622718268512,258,2,5,1772,291,1,13,1093,353,2,0,0.0,238,1,2,918.8928108481679,0,1,3,1575.496585646359,331,1,32.82505015022704,7,16.568181894590953,19.082706376749925,12,Only school lessons,angles,volume and capacity,dancing,sinhla
1741,14,M ,4,40,40,2,2.0,345,346,2,11,403,102,2,0,710,205,2,0.6303540275826135,1179.0078792104266,199,2,5,1921,174,2,10,681,503,2,0,1056.833811196804,0,1,1,1733.880592805067,34,1,6,0.0,695,2,62.5,7,16.475071533384334,24.78884943885773,20,Only school lessons,area,none,maths,PTS
1742,15,F,5,219,246,2,2.6616459382408793,627,257,2,11,1119,334,2,8,1271,0,2,1.2191843523194807,2210.0,230,2,6,1673,104,1,0,1760,551,2,1,998.0277368382428,0,1,4,2066.625606973769,127,1,1,2435.0,180,1,20.278741622042197,39,10.30487200046575,14.326425703590736,10,practicing,angles,probability,health,english
1743,15,M,4,127,173,2,5.0,399,56,2,11,517,328,2,4,195,0,2,0.0,118.88421293356805,471,1,6,586,432,1,13,843,72,2,2,2428.0,578,1,3,1449.8132490219068,458,2,5,2435.0,483,2,62.5,5,15.838850449189795,10.039068775522761,16,figures,equations,triangle theory,dancing,history
1744,13,F,3,129,105,2,2.3102577434499576,242,125,2,7,410,103,2,3,1314,205,1,0.0,13.471948913453275,207,0,7,1942,0,1,6,1206,376,2,1,931.1863825759306,22,0,1,1853.3824383541858,544,1,6,1160.8068876601928,358,0,27.363900247073907,6,14.912858077961022,22.17081301575636,21,practicing,probability,volume and capacity,home science,geography
1745,13,M,4,122,209,1,4.600822063123229,308,325,2,8,190,149,2,0,559,873,2,0.0,689.12747368921,211,2,1,909,318,1,11,1946,488,2,1,1179.8994274613647,201,1,4,1089.0873763559048,197,2,1,2067.021485429952,388,2,40.384060045098686,35,10.848653274625857,37.0,17,practicing,set theory,triangle theory,none,english
1746,15,M,4,171,109,2,4.042545969275005,351,225,2,10,400,303,2,0,1267,792,2,1.406229709207095,1075.6411520795677,124,2,3,2036,168,2,11,1001,198,2,0,1724.9894232163897,585,1,1,2249.651812202186,535,1,9,1664.4484331637773,346,4,54.32525161695155,78,20.816880320586314,37.0,13,figures,fractions,fractions,health,history
1747,14,F,2,90,147,2,3.710987086896224,354,477,2,7,881,73,2,0,333,468,1,0.10097676958975987,1960.179888090192,626,1,8,232,307,2,13,1568,143,2,0,2428.0,286,1,3,1304.3392700425907,0,2,4,492.4272855474021,0,2,37.71748518998253,39,12.908475293574504,29.314946773865426,21,Only school lessons,equations,geometry,sinala,buddhism
1748,13,F,4,40,74,2,2.0,232,56,1,0,310,167,2,12,752,381,2,0.0,1220.5443099921997,926,1,6,400,129,2,7,2194,72,2,4,566.084560284554,4,0,0,1697.868760724721,1249,2,4,2435.0,394,3,40.10460093259814,Ab ,20.83272520152388,24.56923430801927,15,practicing,equations,roman numbers,health,home science
1749,15,F,4,258,40,1,2.8210839818953644,204,79,2,7,324,187,2,2,527,293,1,0.0,2108.057489535314,241,2,3,275,5,1,12,1883,72,2,0,1296.0997408408105,0,1,5,2134.2691061852215,0,1,0,0.0,15,0,9.817942770087459,3,12.445174313308424,6.437688212876514,21,Only school lessons,equations,percentages,sinala,sinhla
1750,13,M ,2,166,175,2,3.216687932934641,110,56,2,4,160,201,2,1,1062,0,2,0.4369380938109854,953.1453818730415,0,2,4,2036,617,1,9,1731,310,2,0,1167.5465699677159,489,1,4,1479.2857997520564,552,2,4,2257.373593211542,619,0,41.936917066133006,20,9.718775577209303,21.424321327240772,21,figures,percentages,set theory,buddhism,home science
1751,13,F,4,91,133,2,4.717267843044245,781,408,2,6,228,159,2,0,572,585,1,2.5671845148023276,1141.8748621906987,0,1,8,177,151,1,7,1430,181,2,1,1798.9802927010492,0,1,0,891.7230418588915,6,1,3,1087.8784508436581,110,2,33.837102422659314,25,25.124942844315225,33.89416727177801,15,figures,angles,simultaneous equations,history,none
1752,13,M,4,134,175,2,3.747550112486153,157,132,2,4,160,160,2,10,1387,213,1,0.0,1913.916655612783,478,1,7,499,136,1,8,955,72,2,3,0.0,137,0,3,2725.0,234,2,1,589.1678363071452,512,3,22.242380414511256,8,25.48913578985578,16.4203239877258,21,practicing,equations,volume and capacity,civics,history
1753,14,M,2,152,80,2,2.523645191143772,612,119,2,10,438,367,2,1,433,0,2,0.8275005554447284,0.0,883,0,6,2036,483,1,11,1481,385,2,0,1429.2650759125338,471,1,1,1847.570909825191,808,1,3,2435.0,159,1,32.91344335827,42,4.894585453399895,14.706055219675708,16,practicing,number sequeces,roman numbers,none,tamil
1754,13,F,4,155,64,2,2.0,863,56,2,10,572,308,2,0,1045,458,2,1.577724522294471,851.8491400865001,511,1,7,1910,327,1,5,1671,432,2,0,53.91363112811382,612,1,2,460.90460878912586,223,2,0,496.37059912995255,477,3,23.181354732473842,15,3.072396852672144,19.041519552212293,13,Only school lessons,equations,triangle theory,civics,none
1755,15,M,4,242,248,2,2.0,227,315,2,4,1094,61,2,0,536,730,2,0.39665758472680135,1553.6752155898805,380,2,12,1197,443,2,8,2431,88,2,2,964.8539699304572,9,1,2,1184.0148205323271,311,1,8,1245.564777756577,254,4,23.951041400588885,Ab,5.913547466130792,29.06212270725642,21,practicing,fractions,area,history,science
